Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1   ,Fy_L1   ,Fz_L1   ,Mx_L1   ,Mz_L1   
        0.336, -0.00223728199489, 0.199285820127, 0.187833443284, -193.952575684, -152.112869263, 5042.99707031, -4.45974206924, 4.78694677353
        0.337, -0.00223341537639, 0.198845207691, 0.188134253025, -193.874542236, -153.522521973, 5061.05712891, -4.47434520721, 4.85652732849
        0.338, -0.00223045889288, 0.198743790388, 0.188434436917, -193.832290649, -154.909301758, 5079.06396484, -4.48905611038, 4.92537927628
        0.339, -0.00222827401012, 0.198718741536, 0.188731908798, -193.82901001, -156.275238037, 5096.92480469, -4.50371646881, 4.99351930618
         0.34, -0.00222665001638, 0.198951482773, 0.189045935869, -193.863967896, -157.625106812, 5114.55908203, -4.51880025864, 5.06091594696
        0.341, -0.00222539273091, 0.199198573828, 0.189371660352, -193.93460083, -158.959289551, 5131.90429688, -4.53410673141, 5.12756586075
        0.342, -0.0022242849227, 0.199645921588, 0.189725354314, -194.034835815, -160.280990601, 5148.90283203, -4.55005931854, 5.19341850281
        0.343, -0.00222316710278, 0.200064957142, 0.190100237727, -194.157714844, -161.589309692, 5165.51171875, -4.56642770767, 5.25845193863
        0.344, -0.00222189025953, 0.200644552708, 0.190510481596, -194.294143677, -162.886398315, 5181.69091797, -4.58359861374, 5.32260274887
        0.345, -0.00222038151696, 0.201167479157, 0.190948054194, -194.43572998, -164.170684814, 5197.41162109, -4.60132074356, 5.38584089279
        0.346, -0.00221858732402, 0.201823830605, 0.191425651312, -194.573547363, -165.443725586, 5212.64550781, -4.61995410919, 5.44809961319
        0.347, -0.00221652654, 0.202405184507, 0.19193443656, -194.70072937, -166.703704834, 5227.37255859, -4.63923025131, 5.50935029984
        0.348, -0.00221422617324, 0.203101232648, 0.192486003041, -194.810958862, -167.952056885, 5241.57324219, -4.65948581696, 5.56953239441
